x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
854.91,865.06,868.57,862,900.52,1009.1,1050.2,1048.8,1049.5,1052.9,745.49,675.57,549.73,478.5,411.65,407.45,470.95,542.24,666.84,736.49
858.4,866.79,868.47,861.7,900.42,1009,1050.5,1049.7,1047.8,1049.6,744.29,673.73,547.64,475.77,409.18,404.96,468.5,539.73,664.86,734.5
862.14,867.95,868.08,861.9,900.5,1009,1050.7,1049.5,1046.7,1046.1,742.53,671.75,545.44,473.52,407,402.67,466.22,537.41,662.81,732.94
866.05,869.69,867.93,861.84,900.44,1008.8,1050.8,1050.1,1045.5,1043,741.23,669.78,543.67,471.49,405.08,400.55,464.14,535.33,660.9,731
869.56,871.08,867.16,861.69,900.39,1008.9,1050.8,1050.4,1044,1039.8,739.69,668,541.66,469.69,402.86,398.65,462.07,533.17,659.02,729.33
873.23,872.25,866.84,861.84,900.43,1008.8,1051,1050.9,1043.3,1036.5,738.21,666.77,539.47,467.61,400.95,396.68,459.96,531.26,657,727.22
876.98,873.5,865.72,861.24,900.12,1008.5,1051,1051.5,1041.7,1033.1,736.57,664.78,537.65,465.43,399.02,394.91,458.17,529.27,655.02,725.25
880.83,875.05,865.42,860.77,900.37,1008.5,1051.2,1051.4,1040.4,1030,734.91,663.32,535.53,463.57,397.03,392.87,456.05,527.47,653.02,723.17
884.42,876.46,864.61,860.57,899.74,1008.5,1051.3,1052.3,1039,1026.8,733.09,661.54,533.91,461.77,395.37,391.21,454.78,525.57,651.02,721.14
888.42,877.81,864.28,860.5,899.74,1008.5,1052.1,1052.4,1037.8,1023.6,731.09,659.74,532.23,460.5,393.35,389.4,452.82,523.64,649.13,719.03
891.92,879.33,864.07,859.95,899.85,1008.5,1052.7,1053.2,1036.8,1020.5,729.16,657.82,530.74,459.14,391.72,387.72,451.13,521.94,647.34,716.5
895.44,880.93,863.7,859.41,899.85,1008.5,1052.9,1053.7,1035.7,1017.5,727.35,656.28,529.11,457.54,390.03,386.16,449,520.58,645.35,714.38
899.29,882.53,863.15,859.09,899.89,1008.4,1052.5,1054.1,1035.2,1014.3,725.39,654.55,527.51,455.77,388.86,384.64,447.86,519.12,643.54,711.71
902.54,883.5,862.67,859.23,899.71,1008.4,1052,1054.4,1033.4,1011.2,723.04,652.95,526.24,454.63,387.18,383.33,446.17,517.6,641.31,709.47
905.98,885.14,862.22,859.03,899.75,1008.3,1052.7,1055.2,1032.8,1008.4,720.7,651.08,525.37,453.62,386,381.49,444.87,516,639.88,707.02
